SnowToday Calculated SWE Summary Data : 2023-04-15
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (cm)
Column06 : percent of median long-term (25+yr) SWE on this date
Column07 : percent of long-term (25+yr) peak SWE
Column08 : daily change in SWE (cm)
Column09 : State
Column10 : HUC02
Column11 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,percentPeakSWE,dSWE,State,HUC02,HUC04
Crow Creek,41.2300,-105.3800,2539.0,9.4,NaN,NaN,0.5,USWY,HUC10,NaN
Deer Park,42.5900,-108.9000,2956.6,62.7,165.0,143.0,0.0,USWY,HUC10,NaN
Divide Peak,41.3000,-107.1500,2706.6,70.1,144.0,129.0,0.0,USWY,HUC10,NaN
Dome Lake,44.5700,-107.3000,2706.6,27.9,89.0,76.0,0.0,USWY,HUC10,NaN
East Rim Divide,43.1300,-110.2000,2417.1,30.2,118.0,101.0,0.0,USWY,HUC14,NaN
Elkhart Park G.S.,43.0100,-109.7600,2865.1,31.8,101.0,92.0,0.0,USWY,HUC14,NaN
Evening Star,44.6500,-109.7800,2804.2,69.3,104.0,92.0,0.0,USWY,HUC10,NaN
Grand Targhee,43.7800,-110.9300,2822.4,121.4,NaN,NaN,-0.8,USWY,HUC17,NaN
Granite Creek,43.3400,-110.4300,2063.5,48.8,150.0,111.0,0.0,USWY,HUC17,NaN
Grassy Lake,44.1300,-110.8300,2214.4,92.7,113.0,107.0,0.0,USWY,HUC17,NaN
Grave Springs,43.4700,-107.2400,2606.0,24.1,112.0,95.0,0.0,USWY,HUC10,NaN
Gros Ventre Summit,43.3900,-110.1300,2667.0,32.3,100.0,90.0,0.0,USWY,HUC17,NaN
Gunsight Pass,43.3800,-109.8800,2993.1,34.8,107.0,89.0,0.0,USWY,HUC17,NaN
Hams Fork,42.1500,-110.6800,2389.6,41.1,186.0,138.0,0.0,USWY,HUC14,NaN
Hansen Sawmill,44.2600,-106.9800,2548.1,19.1,119.0,101.0,0.0,USWY,HUC10,NaN
Hobbs Park,42.8700,-109.0900,3078.5,42.4,108.0,88.0,0.0,USWY,HUC10,NaN
Indian Creek,42.3000,-110.6800,2872.7,73.9,122.0,105.0,0.0,USWY,HUC14,NaN
Kelley R.S.,42.2700,-110.8000,2493.3,55.4,151.0,133.0,0.0,USWY,HUC14,NaN
Kendall R.S.,43.2500,-110.0200,2359.2,31.0,125.0,91.0,0.0,USWY,HUC14,NaN
Kirwin,43.8600,-109.3200,2910.8,25.9,99.0,78.0,0.5,USWY,HUC10,NaN
Laprele Creek,42.4400,-105.8600,2552.7,29.2,128.0,105.0,0.0,USWY,HUC10,NaN
Larsen Creek,42.5800,-109.0900,2743.2,28.4,NaN,NaN,0.0,USWY,HUC10,NaN
Lewis Lake Divide,44.2100,-110.6700,2392.7,96.3,123.0,109.0,0.0,USWY,HUC17,NaN
Little Goose,44.5400,-107.1800,2703.6,26.4,NaN,NaN,0.0,USWY,HUC10,NaN
Little Snake River,41.0700,-106.9400,2717.3,94.2,NaN,NaN,0.5,USWY,HUC14,NaN
Little Warm,43.5000,-109.7500,2856.0,27.7,102.0,88.0,0.0,USWY,HUC10,NaN
Loomis Park,43.1700,-110.1400,2511.6,43.7,126.0,103.0,0.0,USWY,HUC14,NaN
Marquette,44.3000,-109.2400,2670.0,23.9,120.0,85.0,0.0,USWY,HUC10,NaN
Med Bow,41.3800,-106.3500,3200.4,97.0,NaN,NaN,0.0,USWY,HUC10,NaN
Middle Powder,43.6300,-107.1800,2365.2,30.5,100.0,86.0,0.0,USWY,HUC10,NaN
New Fork Lake,43.1100,-109.9500,2542.0,28.2,116.0,100.0,0.0,USWY,HUC14,NaN
North French Creek,41.3300,-106.3800,3087.6,74.7,97.0,85.0,1.0,USWY,HUC10,NaN
Old Battle,41.1500,-106.9700,3048.0,108.7,133.0,116.0,0.8,USWY,HUC10,NaN
Owl Creek,43.6600,-109.0100,2735.6,19.6,140.0,123.0,1.3,USWY,HUC10,NaN
Parker Peak,44.7300,-109.9100,2865.1,68.1,125.0,103.0,0.5,USWY,HUC10,NaN
Phillips Bench,43.5200,-110.9100,2499.4,77.5,113.0,103.0,0.5,USWY,HUC17,NaN
Pocket Creek,42.7100,-109.4100,2852.9,NaN,NaN,NaN,NaN,USWY,HUC14,NaN
Powder River Pass,44.1600,-107.1300,2889.5,25.4,100.0,82.0,0.0,USWY,HUC10,NaN
Reno Hill,42.5700,-106.0900,2560.3,41.1,112.0,96.0,0.5,USWY,HUC10,NaN
Sage Creek Basin,41.4000,-107.2600,2392.7,63.0,NaN,NaN,-1.0,USWY,HUC10,NaN
Salt River Summit,42.5100,-110.9100,2328.7,53.3,187.0,151.0,0.0,USWY,HUC17,NaN
Sand Lake,41.4600,-106.2800,3063.2,72.6,96.0,83.0,0.8,USWY,HUC10,NaN
Sandstone RS,41.1100,-107.1700,2484.1,59.9,218.0,166.0,-1.5,USWY,HUC14,NaN
Shell Creek,44.5000,-107.4300,2920.0,35.3,91.0,75.0,0.0,USWY,HUC10,NaN
Snake River Station,44.1300,-110.6700,2109.2,48.8,141.0,110.0,0.0,USWY,HUC17,NaN
Snider Basin,42.4900,-110.5300,2456.7,36.1,126.0,102.0,0.0,USWY,HUC14,NaN
Soldier Park,44.3500,-107.0100,2657.9,19.8,NaN,NaN,0.0,USWY,HUC10,NaN
South Brush Creek,41.3300,-106.5000,2572.5,32.8,125.0,98.0,0.5,USWY,HUC10,NaN
South Pass,42.5700,-108.8400,2755.4,50.0,126.0,114.0,0.0,USWY,HUC10,NaN
Spring Creek Divide,42.5300,-110.6600,2743.2,74.7,120.0,104.0,0.0,USWY,HUC14,NaN
St. Lawrence Alt,43.0300,-109.1700,2627.4,17.3,123.0,94.0,0.0,USWY,HUC10,NaN
Sucker Creek,44.7200,-107.4000,2706.6,33.8,105.0,89.0,0.8,USWY,HUC10,NaN
Sylvan Lake,44.4800,-110.1600,2566.4,52.6,105.0,92.0,0.5,USWY,HUC10,NaN
Sylvan Road,44.4800,-110.0400,2170.2,24.1,98.0,75.0,0.0,USWY,HUC10,NaN
Thumb Divide,44.3700,-110.5800,2432.3,53.1,136.0,117.0,0.5,USWY,HUC10,NaN
Tie Creek,44.8100,-107.4100,2094.0,21.8,NaN,NaN,0.0,USWY,HUC10,NaN
Timber Creek,44.0300,-109.1800,2423.2,16.0,133.0,106.0,0.5,USWY,HUC10,NaN
Togwotee Pass,43.7500,-110.0600,2920.0,58.7,100.0,83.0,0.0,USWY,HUC10,NaN
Townsend Creek,42.7000,-108.9000,2651.8,32.0,127.0,115.0,0.0,USWY,HUC10,NaN
Triple Peak,42.7600,-110.5900,2590.8,66.8,123.0,103.0,0.0,USWY,HUC14,NaN
Two Ocean Plateau,44.1500,-110.2200,2816.4,86.1,114.0,98.0,0.0,USWY,HUC17,NaN
Webber Springs,41.1600,-106.9300,2819.4,74.9,128.0,116.0,0.0,USWY,HUC10,NaN
Whiskey Park,41.0000,-106.9100,2728.0,94.5,142.0,122.0,-3.5,USCO,HUC14,NaN
Willow Creek,42.8200,-110.8400,2462.8,99.3,146.0,124.0,0.0,USWY,HUC17,NaN
Windy Peak,42.2800,-105.5800,2407.9,27.2,143.0,120.0,0.0,USWY,HUC10,NaN
Wolverine,44.8000,-109.6600,2331.7,32.0,147.0,110.0,0.0,USWY,HUC10,NaN
Younts Peak,43.9300,-109.8200,2545.1,40.9,108.0,99.0,0.0,USWY,HUC10,NaN
ADIN MOUNTAIN,41.2370,-120.7920,1889.8,55.6,466.0,142.0,-1.8,USCA,HUC18,NaN
AGNEW PASS,37.7244,-119.1430,2880.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
ALPHA (SMUD),38.8042,-120.2156,2316.5,148.6,241.0,170.0,-1.3,USCA,HUC18,NaN
BLACKCAP BASIN,37.0670,-118.7700,3139.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BEACH MEADOWS,36.1261,-118.2935,2331.7,66.0,NaN,NaN,-1.6,USCA,HUC18,NaN
BIG FLAT,41.0800,-122.9420,1554.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BIG PINE CREEK,37.1279,-118.4782,2987.0,164.1,533.0,362.0,0.0,USCA,HUC18,NaN
BIG MEADOWS (DWR),36.7154,-118.8434,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BUCKS LAKE,39.8500,-121.2420,1752.6,195.1,207.0,173.0,-0.9,USCA,HUC18,NaN
BLACKS MOUNTAIN,40.7698,-121.1997,2148.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BLUE CANYON,39.2761,-120.7081,1609.3,88.4,NaN,NaN,-1.7,USCA,HUC18,NaN
BLOODS CREEK,38.4500,-120.0330,2194.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BLUE LAKES,38.6130,-119.9310,2438.4,185.9,271.0,227.0,0.0,USCA,HUC18,NaN
BLACK SPRINGS,38.3750,-120.1920,1981.2,148.9,245.0,200.0,-0.6,USCA,HUC18,NaN
BIG MEADOWS (SCS),39.4580,-119.9460,2651.8,113.5,258.0,203.0,-0.5,USNV,HUC16,NaN
BONANZA KING,41.0830,-122.6280,1966.0,186.9,261.0,219.0,-0.5,USCA,HUC18,NaN
BISHOP PASS,37.1000,-118.5570,3413.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
BURNSIDE LAKE,38.7194,-119.8942,2477.7,139.7,NaN,NaN,0.0,USCA,HUC16,NaN
BETA,38.8000,-120.2000,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
CAPLES LAKE,38.7100,-120.0420,2438.4,163.1,279.0,213.0,0.0,USCA,HUC18,NaN
CRABTREE MEADOW,36.5637,-118.3479,3261.4,127.8,362.0,317.0,-0.8,USCA,HUC18,NaN
CEDAR PASS,41.5830,-120.3030,2164.1,68.8,196.0,143.0,-1.0,USCA,HUC18,NaN
CHILKOOT MEADOW,37.4100,-119.4900,2179.3,228.3,348.0,268.0,-0.9,USCA,HUC18,NaN
CHAGOOPA PLATEAU,36.4971,-118.4467,3139.4,138.1,364.0,274.0,-1.1,USCA,HUC18,NaN
CHARLOTTE LAKE,36.7777,-118.4266,3169.9,182.3,300.0,267.0,0.0,USCA,HUC18,NaN
CENT SIERRA SNOW LAB,39.3250,-120.3670,2103.1,182.9,257.0,184.0,-2.3,USCA,HUC18,NaN
CASA VIEJA MEADOWS,36.1984,-118.2716,2529.8,123.2,435.0,249.0,0.0,USCA,HUC18,NaN
COTTONWOOD LAKES,36.4838,-118.1775,3093.7,111.6,438.0,312.0,-1.4,USCA,HUC18,NaN
CROWDER FLAT,41.8934,-120.7519,1554.5,0.0,NaN,NaN,0.0,USCA,HUC18,NaN
CARSON PASS,38.6924,-120.0021,2546.0,168.7,NaN,NaN,-1.5,USCA,HUC18,NaN
DANA MEADOWS,37.8970,-119.2570,2987.0,150.1,244.0,198.0,-0.6,USCA,HUC18,NaN
DEADMAN CREEK,38.3316,-119.6541,2819.4,169.5,274.0,227.0,0.0,USCA,HUC18,NaN
DEVIL'S POSTPILE,37.6294,-119.0847,2307.0,158.4,NaN,NaN,0.0,USCA,HUC18,NaN
DISMAL SWAMP,41.9930,-120.1650,2148.8,113.0,165.0,144.0,0.0,USCA,HUC17,NaN
EBBETTS PASS,38.5610,-119.8080,2651.8,191.3,236.0,191.0,0.8,USCA,HUC16,NaN
ECHO PEAK 5,38.8490,-120.0790,2377.4,215.9,283.0,198.0,-2.5,USCA,HUC16,NaN
FORESTDALE CREEK,38.6824,-119.9597,2443.6,198.1,NaN,NaN,0.0,USCA,HUC16,NaN
FALLEN LEAF LAKE,38.9320,-120.0560,1905.0,35.8,NaN,NaN,-1.0,USCA,HUC16,NaN
FOUR TREES,39.8124,-121.3225,1569.7,108.2,413.0,159.0,-2.1,USCA,HUC18,NaN
FORNI RIDGE,38.8050,-120.2130,2316.5,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
FAREWELL GAP,36.4151,-118.5789,2895.6,203.2,NaN,NaN,-1.9,USCA,HUC18,NaN
GEM PASS,37.7800,-119.1700,3276.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
GIN FLAT,37.7670,-119.7730,2148.8,138.1,264.0,205.0,0.0,USCA,HUC18,NaN
GREEK STORE,39.0750,-120.5580,1706.9,105.8,252.0,163.0,-1.8,USCA,HUC18,NaN
GIANT FOREST (USACE),36.5620,-118.7650,2026.9,82.9,NaN,NaN,-0.9,USCA,HUC18,NaN
GIANELLI MEADOW,38.2043,-119.8932,2560.3,243.5,287.0,215.0,0.0,USCA,HUC18,NaN
GOLD LAKE,39.6748,-120.6172,2057.4,161.8,178.0,156.0,0.0,USCA,HUC18,NaN
GREEN MOUNTAIN,37.5550,-119.2380,2407.9,182.3,396.0,247.0,2.4,USCA,HUC18,NaN
GRAVEYARD MEADOW,37.4650,-119.2900,2103.1,161.2,NaN,NaN,0.0,USCA,HUC18,NaN
GRIZZLY RIDGE,39.9170,-120.6450,2103.1,122.2,264.0,173.0,-1.2,USCA,HUC18,NaN
HAGANS MEADOW,38.8530,-119.9400,2438.4,123.9,841.0,282.0,-0.8,USCA,HUC16,NaN
HIGHLAND MEADOW,38.4873,-119.8058,2651.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HIGHLAND LAKES,41.0930,-122.4830,1837.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HUMBUG,40.1150,-121.3680,1981.2,195.6,275.0,210.0,-0.5,USCA,HUC18,NaN
HUNTINGTON LAKE (USBR),37.2280,-119.2210,2133.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HORSE MEADOW (NRCS),38.8365,-119.8873,2608.2,133.9,NaN,NaN,-0.5,USCA,HUC16,NaN
HARKNESS FLAT,40.4180,-121.2750,1889.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HORSE MEADOW,38.1580,-119.6620,2560.3,251.5,240.0,231.0,-0.8,USCA,HUC18,NaN
HULL MTN,39.5333,-122.9483,1969.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
HEAVENLY VALLEY,38.9290,-119.9170,2682.2,143.7,261.0,207.0,-0.8,USCA,HUC16,NaN
HUYSINK,39.2820,-120.5270,2011.7,137.5,189.0,156.0,-0.6,USCA,HUC18,NaN
INDEPENDENCE CAMP,39.4526,-120.2986,2133.6,132.0,597.0,258.0,-1.0,USCA,HUC16,NaN
INDEPENDENCE LAKE (SCS),39.4350,-120.3220,2575.6,185.4,168.0,156.0,0.0,USCA,HUC16,NaN
INDEPENDENCE CREEK,39.4940,-120.2930,1981.2,58.1,286.0,154.0,0.0,USCA,HUC16,NaN
LOWER KIBBIE RIDGE,38.0320,-119.8770,2042.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
KAISER POINT,37.3000,-119.1000,2804.2,197.2,370.0,236.0,0.0,USCA,HUC18,NaN
KETTLE ROCK,40.1400,-120.7150,2225.0,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
LOBDELL LAKE,38.4400,-119.3770,2804.2,133.4,482.0,285.0,0.0,USCA,HUC16,NaN
LOWER LASSEN PEAK,40.4666,-121.5081,2514.6,314.0,NaN,NaN,-2.2,USCA,HUC18,NaN
LAKE LOIS,38.9250,-120.1970,2621.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
LEAVITT MEADOWS,38.3050,-119.5520,2194.6,87.8,NaN,NaN,-1.0,USCA,HUC16,NaN
LEAVITT LAKE,38.2820,-119.6210,2926.1,281.7,203.0,183.0,0.8,USCA,HUC16,NaN
MAMMOTH PASS (LADWP),37.6100,-119.0330,2834.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MIDDLE BOULDER 3,41.2250,-122.8110,1889.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MUD LAKE,38.6150,-120.1400,2407.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MEADOW LAKE,39.4061,-120.5063,2194.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MEDICINE LAKE,41.5869,-121.6131,2042.2,118.9,211.0,157.0,0.0,USCA,HUC18,NaN
MAMMOTH PASS (USBR),37.6100,-119.0330,2834.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
MONITOR PASS,38.6700,-119.6150,2545.1,140.1,497.0,334.0,-0.5,USCA,HUC16,NaN
MARLETTE LAKE,39.1730,-119.9050,2438.4,127.8,283.0,202.0,-1.8,USNV,HUC16,NaN
MOUNT ROSE SKI AREA,39.3260,-119.9020,2712.7,183.4,207.0,164.0,0.0,USNV,HUC16,NaN
MITCHELL MEADOW,36.7370,-118.7120,3017.5,213.9,279.0,244.0,0.0,USCA,HUC18,NaN
MUMBO BASIN,41.1970,-122.5230,1722.1,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
NOEL SPRING,39.5380,-122.6670,1554.5,43.6,NaN,NaN,-3.5,USCA,HUC18,NaN
PARADISE MEADOW,38.0470,-119.6700,2331.7,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
PETERSON FLAT,41.3023,-122.5277,2179.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
PILOT PEAK (DWR),39.7859,-120.8778,2072.6,229.5,454.0,253.0,-1.2,USCA,HUC18,NaN
PASCOES,35.9670,-118.3500,2788.9,165.6,302.0,214.0,0.0,USCA,HUC18,NaN
PLASKETT MEADOWS,39.7250,-122.8500,1828.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
POISON FLAT,38.5010,-119.6310,2407.9,146.7,477.0,312.0,1.7,USCA,HUC16,NaN
POISON RIDGE,37.4030,-119.5200,2103.1,163.7,451.0,228.0,0.0,USCA,HUC18,NaN
QUAKING ASPEN,36.1175,-118.5399,2194.6,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
ROBBS SADDLE,38.9115,-120.3793,1798.3,84.1,243.0,140.0,-0.9,USCA,HUC18,NaN
ROBBS POWERHOUSE,38.9024,-120.3765,1569.7,51.7,NaN,NaN,-1.6,USCA,HUC18,NaN
ROBINSON COW CAMP,39.6219,-120.6800,1975.1,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
ROCK CREEK LAKES,37.4573,-118.7351,2956.6,109.3,NaN,NaN,0.0,USCA,HUC18,NaN
LOWER RELIEF VALLEY,38.2430,-119.7580,2468.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
RUBICON PEAK 2,39.0010,-120.1400,2286.0,147.0,270.0,206.0,0.0,USCA,HUC16,NaN
RED ROCK MOUNTAIN,41.0230,-122.8850,2042.2,205.5,216.0,198.0,0.0,USCA,HUC18,NaN
RATTLESNAKE,40.1250,-121.0430,1859.3,104.9,NaN,NaN,-2.1,USCA,HUC18,NaN
SCHNEIDERS,38.7470,-120.0680,2667.0,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SCOTT MOUNTAIN,41.2720,-122.7180,1798.3,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SAND FLAT,41.3504,-122.2464,2057.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SUMMIT MEADOW,38.3975,-119.5356,2838.6,155.7,NaN,NaN,0.0,USCA,HUC16,NaN
SHIMMY LAKE,41.0080,-122.8000,1950.7,134.0,168.0,131.0,0.0,USCA,HUC18,NaN
SILVER LAKE,38.6780,-120.1180,2164.1,139.7,410.0,214.0,-1.8,USCA,HUC18,NaN
SLIDE CANYON,38.0920,-119.4300,2804.2,214.7,222.0,208.0,0.0,USCA,HUC18,NaN
SOUTH LAKE,37.1759,-118.5627,2926.1,102.8,324.0,213.0,0.0,USCA,HUC18,NaN
STANISLAUS MEADOW,38.5055,-119.9373,2362.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SLATE CREEK,41.0450,-122.4780,1737.4,211.3,457.0,264.0,0.6,USCA,HUC18,NaN
SNOW FLAT,37.8270,-119.4970,2651.8,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
SNOW MOUNTAIN,40.7780,-121.7820,1813.6,164.9,366.0,205.0,0.0,USCA,HUC18,NaN
SONORA PASS BRIDGE,38.3180,-119.6010,2667.0,142.5,246.0,199.0,-1.0,USCA,HUC16,NaN
SPRATT CREEK,38.6663,-119.8174,1874.5,21.9,NaN,NaN,-2.8,USCA,HUC16,NaN
SQUAW VALLEY GOLD COAST,39.1940,-120.2760,2499.4,196.1,178.0,143.0,0.5,USCA,HUC16,NaN
SIERRA SNOW LAB,39.3190,-120.3670,2118.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
STATE LAKES,36.9270,-118.5740,3139.4,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
STOUTS MEADOW,41.1700,-121.9380,1645.9,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
OSTRANDER LAKE,37.6370,-119.5500,2499.4,215.6,331.0,263.0,3.6,USCA,HUC18,NaN
SAWMILL,37.1619,-118.5625,3109.0,143.5,480.0,342.0,0.0,USCA,HUC18,NaN
TAHOE CITY CROSS,39.1714,-120.1547,2057.4,76.5,NaN,NaN,-0.8,USCA,HUC16,NaN
TIOGA PASS ENTRY STATION,37.9109,-119.2584,3031.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
TRUCKEE 2,39.3000,-120.1940,1950.7,83.1,324.0,179.0,-1.5,USCA,HUC16,NaN
TAMARACK SUMMIT,37.1650,-119.2000,2301.2,157.6,363.0,220.0,-0.9,USCA,HUC18,NaN
TENAYA LAKE,37.8380,-119.4480,2484.1,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
TUOLUMNE MEADOWS,37.8730,-119.3500,2621.3,115.1,282.0,213.0,-0.9,USCA,HUC18,NaN
TUNNEL GUARD STATION,36.3670,-118.2880,2712.7,139.5,NaN,NaN,-5.0,USCA,HUC18,NaN
UPPER BURNT CORRAL,37.1836,-118.9378,2956.6,189.5,272.0,206.0,0.0,USCA,HUC18,NaN
UPPER TYNDALL CREEK,36.6500,-118.3970,3474.7,183.0,366.0,283.0,0.0,USCA,HUC18,NaN
VOLCANIC KNOB,37.3880,-118.9030,3063.2,156.9,270.0,242.0,-0.6,USCA,HUC18,NaN
VIRGINIA LAKES RIDGE,38.0770,-119.2340,2834.6,139.1,368.0,291.0,0.0,USCA,HUC16,NaN
VAN VLECK,38.9440,-120.3061,2042.2,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
WARD CREEK 3,39.1356,-120.2187,2057.4,174.6,259.0,179.0,0.0,USCA,HUC16,NaN
WHITE WOLF,37.8595,-119.6516,2407.9,185.2,NaN,NaN,-1.0,USCA,HUC18,NaN
WET MEADOWS,36.3480,-118.5720,2728.0,180.9,NaN,NaN,0.0,USCA,HUC18,NaN
WEST WOODCHUCK MEADOW,37.0300,-118.9180,2773.7,NaN,NaN,NaN,NaN,USCA,HUC18,NaN
Aiken Lake,56.4369,-125.7417,1050.0,28.2,108.0,111.0,0.0,CABC,NaN,NaN
Azure River,52.5959,-119.7227,1640.1,91.7,74.0,73.0,0.0,CABC,NaN,NaN
Barkerville,53.0573,-121.4918,1470.1,30.7,81.0,82.0,0.0,CABC,NaN,NaN
Barnes Creek,50.0686,-118.3511,1620.0,58.9,100.0,93.0,0.5,CABC,HUC17,NaN
Blackwall Peak,49.0941,-120.7725,1940.1,58.9,76.0,70.0,0.0,CABC,HUC17,NaN
Boss Mountain Mine,52.1069,-120.8673,1460.0,55.9,94.0,86.0,0.0,CABC,NaN,NaN
Burnt Bridge Creek,52.4809,-126.2478,1330.1,84.6,NaN,NaN,0.0,CABC,NaN,NaN
Chilliwack River,49.0315,-121.7121,1620.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Dome Mountain,53.6269,-121.0169,1773.9,63.0,NaN,NaN,0.8,CABC,NaN,NaN
East Creek,50.6396,-116.9297,2030.0,77.2,83.0,78.0,0.0,CABC,HUC17,NaN
Floe Lake,51.0599,-116.1371,2090.0,60.2,78.0,71.0,0.0,CABC,HUC17,NaN
Grano Creek,49.5520,-118.6773,1869.9,78.0,138.0,129.0,0.0,CABC,HUC17,NaN
Green Mountain,50.7956,-122.9245,1780.0,54.1,64.0,62.0,0.0,CABC,NaN,NaN
Hedrick Lake,54.1057,-121.0000,1129.9,72.9,NaN,NaN,0.0,CABC,NaN,NaN
Jump Creek,48.9695,-124.2762,1160.1,115.8,97.0,88.0,0.0,CABC,NaN,NaN
Kinaskan Lake,57.5787,-130.2627,1019.9,30.7,85.0,79.0,0.0,CABC,NaN,NaN
Kostal Lake,52.2033,-120.0169,1770.0,68.8,77.0,73.0,-1.3,CABC,NaN,NaN
Lu Lake,54.1968,-126.3041,1300.0,32.3,107.0,104.0,0.0,CABC,NaN,NaN
McBride Upper,53.3060,-120.3193,1610.0,43.4,NaN,NaN,0.0,CABC,NaN,NaN
Mission Creek,49.9447,-118.9497,1780.0,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Mission Ridge,50.7626,-122.2077,1850.1,47.0,89.0,80.0,-0.5,CABC,NaN,NaN
Molson Creek,52.2206,-118.2258,1934.9,NaN,NaN,NaN,NaN,CABC,HUC17,NaN
Morrissey Ridge,49.4472,-114.9750,1859.9,48.0,68.0,63.0,0.0,CABC,HUC17,NaN
Mosley Creek Upper,51.7762,-124.6218,1649.9,24.1,90.0,78.0,0.0,CABC,NaN,NaN
Mount Cook,52.1821,-119.3227,1570.0,108.7,NaN,NaN,0.0,CABC,NaN,NaN
Mount Revelstoke,51.0363,-118.1516,1850.1,109.0,83.0,81.0,0.0,CABC,HUC17,NaN
Mount Wells,53.7286,-126.4236,1489.9,57.1,98.0,91.0,0.0,CABC,NaN,NaN
Moyie Mountain,49.2515,-115.7739,1834.9,37.1,90.0,83.0,0.0,CABC,HUC17,NaN
Nostetuko River,51.2432,-124.4596,1499.9,44.2,80.0,76.0,0.0,CABC,NaN,NaN
Park Mountain,50.4496,-118.6186,1890.1,91.7,99.0,91.0,0.0,CABC,NaN,NaN
Pine Pass,55.3530,-122.6373,1399.9,119.6,112.0,111.0,0.0,CABC,NaN,NaN
Pulpit Lake,57.5486,-126.7483,1310.9,34.8,79.0,77.0,0.0,CABC,NaN,NaN
Redfish Creek,49.6901,-117.0865,2100.1,142.0,NaN,NaN,0.0,CABC,HUC17,NaN
Revolution Creek,53.7842,-120.3752,1680.1,73.2,84.0,87.0,0.0,CABC,NaN,NaN
Shedin Creek,55.8617,-127.6984,1480.1,76.5,91.0,83.0,0.0,CABC,NaN,NaN
St. Leon Creek,50.4342,-117.7012,1800.1,103.4,86.0,85.0,0.0,CABC,HUC17,NaN
Tahtsa Lake,53.5931,-127.6439,1300.0,127.5,102.0,94.0,0.8,CABC,NaN,NaN
Tenquille Lake,50.5362,-122.9300,1680.1,90.7,NaN,NaN,0.0,CABC,NaN,NaN
Tsai Creek,54.6459,-127.6743,1360.0,103.4,96.0,82.0,0.8,CABC,NaN,NaN
Wahleach Lake,49.2327,-121.5799,1480.1,83.6,87.0,78.0,0.0,CABC,NaN,NaN
Wolf River Upper,49.7041,-125.6792,1489.9,103.4,84.0,74.0,0.0,CABC,NaN,NaN
