SnowToday Calculated SWE Summary Data : 2023-05-08
Column01 : site name
Column02 : latitude
Column03 : longitude
Column04 : elevation
Column05 : SWE (inches)
Column06 : percent of median long-term (25+yr) SWE
Column07 : daily change in SWE (inches)
Column08 : State
Column09 : HUC02
Column10 : HUC04
Name,Lat,Lon,Elev_m,SWE,normSWE,dSWE,State,HUC02,HUC04
HARKNESS FLAT,40.4180,-121.2750,1889.8,NaN,NaN,NaN,USCA,HUC18,1802
HORSE MEADOW,38.1580,-119.6620,2560.3,18.7,323.0,0.5,USCA,HUC18,1804
HULL MTN,39.5333,-122.9483,1969.3,NaN,NaN,NaN,USCA,HUC18,1801
HEAVENLY VALLEY,38.9290,-119.9170,2682.2,64.6,541.0,0.4,USCA,HUC16,1605
HUYSINK,39.2820,-120.5270,2011.7,52.3,254.0,0.2,USCA,HUC18,1802
INDEPENDENCE CAMP,39.4526,-120.2986,2133.6,36.3,NaN,0.0,USCA,HUC16,1605
INDEPENDENCE LAKE (SCS),39.4350,-120.3220,2575.6,67.0,189.0,-0.2,USCA,HUC16,1605
INDEPENDENCE CREEK,39.4940,-120.2930,1981.2,NaN,NaN,-0.5,USCA,HUC16,1605
LOWER KIBBIE RIDGE,38.0320,-119.8770,2042.2,51.1,NaN,NaN,USCA,HUC18,1804
KAISER POINT,37.3000,-119.1000,2804.2,NaN,471.0,0.0,USCA,HUC18,1804
KETTLE ROCK,40.1400,-120.7150,2225.0,53.1,NaN,NaN,USCA,HUC18,1802
LOBDELL LAKE,38.4400,-119.3770,2804.2,NaN,NaN,-0.5,USCA,HUC16,1605
LOWER LASSEN PEAK,40.4666,-121.5081,2514.6,18.5,NaN,-0.5,USCA,HUC18,1802
LAKE LOIS,38.9250,-120.1970,2621.3,77.3,NaN,NaN,USCA,HUC18,1802
LEAVITT MEADOWS,38.3050,-119.5520,2194.6,NaN,NaN,-0.8,USCA,HUC16,1605
LEAVITT LAKE,38.2820,-119.6210,2926.1,87.4,201.0,0.0,USCA,HUC16,1605
MAMMOTH PASS (LADWP),37.6100,-119.0330,2834.6,57.6,NaN,NaN,USCA,HUC18,1809
MIDDLE BOULDER 3,41.2250,-122.8110,1889.8,30.0,NaN,NaN,USCA,HUC18,1801
MUD LAKE,38.6150,-120.1400,2407.9,36.2,NaN,NaN,USCA,HUC18,1804
MEADOW LAKE,39.4061,-120.5063,2194.6,0.0,NaN,NaN,USCA,HUC18,1802
MEDICINE LAKE,41.5869,-121.6131,2042.2,52.7,243.0,0.0,USCA,HUC18,1802
MAMMOTH PASS (USBR),37.6100,-119.0330,2834.6,54.1,NaN,NaN,USCA,HUC18,1809
MONITOR PASS,38.6700,-119.6150,2545.1,61.4,NaN,0.0,USCA,HUC16,1605
MARLETTE LAKE,39.1730,-119.9050,2438.4,63.0,1245.0,0.2,USNV,HUC16,1605
MOUNT ROSE SKI AREA,39.3260,-119.9020,2712.7,39.5,243.0,0.0,USNV,HUC16,1605
MITCHELL MEADOW,36.7370,-118.7120,3017.5,77.5,325.0,0.3,USCA,HUC18,1803
MUMBO BASIN,41.1970,-122.5230,1722.1,66.8,NaN,NaN,USCA,HUC18,1801
NOEL SPRING,39.5380,-122.6670,1554.5,74.0,NaN,0.0,USCA,HUC18,1802
PARADISE MEADOW,38.0470,-119.6700,2331.7,0.0,NaN,NaN,USCA,HUC18,1804
PETERSON FLAT,41.3023,-122.5277,2179.3,22.1,NaN,NaN,USCA,HUC18,1801
PILOT PEAK (DWR),39.7859,-120.8778,2072.6,NaN,NaN,0.0,USCA,HUC18,1802
PASCOES,35.9670,-118.3500,2788.9,76.5,615.0,-0.6,USCA,HUC18,1803
PLASKETT MEADOWS,39.7250,-122.8500,1828.8,NaN,NaN,NaN,USCA,HUC18,1801
POISON FLAT,38.5010,-119.6310,2407.9,45.4,NaN,-0.9,USCA,HUC16,1605
POISON RIDGE,37.4030,-119.5200,2103.1,27.8,NaN,0.0,USCA,HUC18,1804
QUAKING ASPEN,36.1175,-118.5399,2194.6,10.3,NaN,NaN,USCA,HUC18,1803
ROBBS SADDLE,38.9115,-120.3793,1798.3,88.2,NaN,-0.3,USCA,HUC18,1802
ROBBS POWERHOUSE,38.9024,-120.3765,1569.7,59.9,NaN,0.0,USCA,HUC18,1802
ROBINSON COW CAMP,39.6219,-120.6800,1975.1,53.5,NaN,NaN,USCA,HUC18,1802
ROCK CREEK LAKES,37.4573,-118.7351,2956.6,38.2,NaN,-0.4,USCA,HUC18,1809
LOWER RELIEF VALLEY,38.2430,-119.7580,2468.9,37.0,NaN,NaN,USCA,HUC18,1804
RUBICON PEAK 2,39.0010,-120.1400,2286.0,36.1,408.0,0.3,USCA,HUC16,1605
RED ROCK MOUNTAIN,41.0230,-122.8850,2042.2,NaN,NaN,1.5,USCA,HUC18,1801
RATTLESNAKE,40.1250,-121.0430,1859.3,NaN,NaN,0.0,USCA,HUC18,1802
SCHNEIDERS,38.7470,-120.0680,2667.0,56.7,NaN,NaN,USCA,HUC18,1802
SCOTT MOUNTAIN,41.2720,-122.7180,1798.3,NaN,NaN,NaN,USCA,HUC18,1801
SAND FLAT,41.3504,-122.2464,2057.4,46.9,NaN,NaN,USCA,HUC18,1802
SUMMIT MEADOW,38.3975,-119.5356,2838.6,NaN,NaN,0.0,USCA,HUC16,1605
SHIMMY LAKE,41.0080,-122.8000,1950.7,93.3,NaN,1.6,USCA,HUC18,1801
SILVER LAKE,38.6780,-120.1180,2164.1,NaN,NaN,0.0,USCA,HUC18,1802
SLIDE CANYON,38.0920,-119.4300,2804.2,43.9,NaN,NaN,USCA,HUC18,1804
SOUTH LAKE,37.1759,-118.5627,2926.1,49.3,NaN,0.0,USCA,HUC18,1809
STANISLAUS MEADOW,38.5055,-119.9373,2362.2,33.5,NaN,NaN,USCA,HUC18,1804
SLATE CREEK,41.0450,-122.4780,1737.4,77.8,NaN,0.2,USCA,HUC18,1802
SNOW FLAT,37.8270,-119.4970,2651.8,10.0,NaN,NaN,USCA,HUC18,1804
SNOW MOUNTAIN,40.7780,-121.7820,1813.6,NaN,NaN,0.2,USCA,HUC18,1802
SONORA PASS BRIDGE,38.3180,-119.6010,2667.0,71.5,359.0,0.7,USCA,HUC16,1605
SPRATT CREEK,38.6663,-119.8174,1874.5,NaN,NaN,0.0,USCA,HUC16,1605
SQUAW VALLEY GOLD COAST,39.1940,-120.2760,2499.4,42.1,204.0,0.3,USCA,HUC16,1605
SIERRA SNOW LAB,39.3190,-120.3670,2118.4,110.0,NaN,NaN,USCA,HUC18,1802
STATE LAKES,36.9270,-118.5740,3139.4,NaN,NaN,NaN,USCA,HUC18,1803
STOUTS MEADOW,41.1700,-121.9380,1645.9,17.4,NaN,NaN,USCA,HUC18,1802
OSTRANDER LAKE,37.6370,-119.5500,2499.4,114.1,NaN,0.0,USCA,HUC18,1804
SAWMILL,37.1619,-118.5625,3109.0,NaN,NaN,-1.3,USCA,HUC18,1809
TAHOE CITY CROSS,39.1714,-120.1547,2057.4,NaN,NaN,-0.3,USCA,HUC16,1605
TIOGA PASS ENTRY STATION,37.9109,-119.2584,3031.2,NaN,NaN,NaN,USCA,HUC18,1804
TRUCKEE 2,39.3000,-120.1940,1950.7,NaN,NaN,-0.4,USCA,HUC16,1605
TAMARACK SUMMIT,37.1650,-119.2000,2301.2,39.0,NaN,0.0,USCA,HUC18,1804
TENAYA LAKE,37.8380,-119.4480,2484.1,NaN,NaN,-1.4,USCA,HUC18,1804
TUOLUMNE MEADOWS,37.8730,-119.3500,2621.3,46.7,NaN,NaN,USCA,HUC18,1804
TUNNEL GUARD STATION,36.3670,-118.2880,2712.7,43.6,NaN,0.0,USCA,HUC18,1803
UPPER BURNT CORRAL,37.1836,-118.9378,2956.6,70.1,NaN,NaN,USCA,HUC18,1803
UPPER TYNDALL CREEK,36.6500,-118.3970,3474.7,82.4,493.0,0.5,USCA,HUC18,1803
VOLCANIC KNOB,37.3880,-118.9030,3063.2,NaN,282.0,0.0,USCA,HUC18,1804
VIRGINIA LAKES RIDGE,38.0770,-119.2340,2834.6,0.0,481.0,0.3,USCA,HUC16,1605
VAN VLECK,38.9440,-120.3061,2042.2,NaN,NaN,NaN,USCA,HUC18,1802
WARD CREEK 3,39.1356,-120.2187,2057.4,NaN,505.0,0.6,USCA,HUC16,1605
WHITE WOLF,37.8595,-119.6516,2407.9,82.2,NaN,0.0,USCA,HUC18,1804
WET MEADOWS,36.3480,-118.5720,2728.0,48.9,NaN,NaN,USCA,HUC18,1803
WEST WOODCHUCK MEADOW,37.0300,-118.9180,2773.7,NaN,NaN,NaN,USCA,HUC18,1803
